strategy_kind,observation_count,direction_hit_count,direction_hit_rate,range_hit_count,range_hit_rate,state_proxy_hit_count,state_proxy_hit_rate,mean_close_error_bp,median_close_error_bp,mean_magnitude_error_bp,last_updated_utc
baseline_prev_day_direction,106,56,0.5283,,,,,38.76,25.81,26.35,2026-08-31T14:50:25Z
baseline_random_walk,106,0,0.0,,,,,24.6,14.71,24.6,2026-08-31T14:50:25Z
baseline_simple_technical,106,61,0.5755,,,,,36.81,26.63,22.19,2026-08-31T14:50:25Z
ugh,26,12,0.4615,16,0.6154,26,1.0,27.34,18.64,27.18,2026-08-31T14:50:25Z
ugh_v2_alpha,80,45,0.5625,58,0.725,53,0.6709,25.33,12.37,19.8,2026-08-31T14:50:25Z
ugh_v2_beta,80,46,0.575,54,0.675,55,0.6962,25.07,13.72,20.09,2026-08-31T14:50:25Z
ugh_v2_delta,80,45,0.5625,56,0.7,55,0.6962,25.22,13.07,19.98,2026-08-31T14:50:25Z
ugh_v2_gamma,80,46,0.575,59,0.7375,55,0.6962,25.09,12.15,19.83,2026-08-31T14:50:25Z
