strategy_kind,observation_count,direction_hit_count,direction_hit_rate,range_hit_count,range_hit_rate,state_proxy_hit_count,state_proxy_hit_rate,mean_close_error_bp,median_close_error_bp,mean_magnitude_error_bp,last_updated_utc
baseline_prev_day_direction,78,42,0.5385,,,,,33.66,23.19,21.81,2026-07-21T07:36:36Z
baseline_random_walk,78,0,0.0,,,,,21.27,15.2,21.27,2026-07-21T07:36:36Z
baseline_simple_technical,78,49,0.6282,,,,,30.02,23.15,17.62,2026-07-21T07:36:36Z
ugh,26,12,0.4615,16,0.6154,26,1.0,27.34,18.64,27.18,2026-07-21T07:36:36Z
ugh_v2_alpha,52,33,0.6346,36,0.6923,31,0.5962,18.21,11.22,14.69,2026-07-21T07:36:36Z
ugh_v2_beta,52,33,0.6346,32,0.6154,33,0.6346,18.16,13.13,14.72,2026-07-21T07:36:36Z
ugh_v2_delta,52,34,0.6538,34,0.6538,33,0.6346,18.18,12.29,14.79,2026-07-21T07:36:36Z
ugh_v2_gamma,52,34,0.6538,37,0.7115,33,0.6346,18.03,11.78,14.66,2026-07-21T07:36:36Z
