strategy_kind,observation_count,direction_hit_count,direction_hit_rate,range_hit_count,range_hit_rate,state_proxy_hit_count,state_proxy_hit_rate,mean_close_error_bp,median_close_error_bp,mean_magnitude_error_bp,last_updated_utc
baseline_prev_day_direction,72,39,0.5417,,,,,33.64,24.0,22.33,2026-07-13T10:24:02Z
baseline_random_walk,72,0,0.0,,,,,21.83,15.67,21.83,2026-07-13T10:24:02Z
baseline_simple_technical,72,44,0.6111,,,,,30.67,23.92,17.56,2026-07-13T10:24:02Z
ugh,26,12,0.4615,16,0.6154,26,1.0,27.34,18.64,27.18,2026-07-13T10:24:02Z
ugh_v2_alpha,46,30,0.6522,32,0.6957,25,0.5435,18.58,11.48,15.06,2026-07-13T10:24:02Z
ugh_v2_beta,46,30,0.6522,28,0.6087,28,0.6087,18.37,13.35,14.99,2026-07-13T10:24:02Z
ugh_v2_delta,46,31,0.6739,30,0.6522,27,0.587,18.46,12.31,15.14,2026-07-13T10:24:02Z
ugh_v2_gamma,46,31,0.6739,33,0.7174,27,0.587,18.39,12.14,15.0,2026-07-13T10:24:02Z
