outcome_id,pair,window_start_jst,window_end_jst,realized_open,realized_high,realized_low,realized_close,realized_direction,realized_close_change_bp,realized_range_price,event_happened,event_tags,schema_version,protocol_version,market_data_vendor,market_data_feed_name,market_data_price_type,market_data_resolution,market_data_timezone
oc_USDJPY_20260907T080000_20260908T080000_v1_274fbc6ad1d0847a,USDJPY,2026-09-07T08:00:00+09:00,2026-09-08T08:00:00+09:00,155.94,156.27,154.04,154.35,down,-101.96229318968857,2.230000000000018,False,,v1,v1,alpha_vantage,FX_DAILY/USDJPY,mid,1d,UTC
