outcome_id,pair,window_start_jst,window_end_jst,realized_open,realized_high,realized_low,realized_close,realized_direction,realized_close_change_bp,realized_range_price,event_happened,event_tags,schema_version,protocol_version,market_data_vendor,market_data_feed_name,market_data_price_type,market_data_resolution,market_data_timezone
oc_USDJPY_20260831T080000_20260901T080000_v1_95f34f830a8b793d,USDJPY,2026-08-31T08:00:00+09:00,2026-09-01T08:00:00+09:00,160.05,160.2,159.45,159.73,down,-19.993751952516185,0.75,False,,v1,v1,alpha_vantage,FX_DAILY/USDJPY,mid,1d,UTC
