slice_dimension,strategy_kind,label,observation_count,direction_hit_count,direction_hit_rate,range_hit_count,range_hit_rate,state_proxy_hit_count,state_proxy_hit_rate,state_correctness_hit_count,state_correctness_hit_rate,mean_close_error_bp,median_close_error_bp,mean_magnitude_error_bp
regime_label,baseline_prev_day_direction,trending,4,3,0.75,,,,,,,63.65,21.37,59.07
regime_label,baseline_random_walk,trending,4,0,0.0,,,,,,,68.83,18.01,68.83
regime_label,baseline_simple_technical,trending,4,2,0.5,,,,,,,85.76,34.78,63.59
regime_label,ugh_v2_alpha,trending,4,2,0.5,2,0.5,3,0.75,0,0.0,72.31,22.47,62.88
regime_label,ugh_v2_beta,trending,4,2,0.5,2,0.5,3,0.75,0,0.0,69.99,21.01,64.29
regime_label,ugh_v2_delta,trending,4,2,0.5,2,0.5,3,0.75,0,0.0,70.08,21.67,64.12
regime_label,ugh_v2_gamma,trending,4,2,0.5,2,0.5,3,0.75,0,0.0,71.78,21.83,62.9
volatility_label,baseline_prev_day_direction,high,1,1,1.0,,,,,,,210.01,210.01,210.01
volatility_label,baseline_prev_day_direction,low,1,1,1.0,,,,,,,6.72,6.72,6.72
volatility_label,baseline_prev_day_direction,normal,2,1,0.5,,,,,,,18.93,18.93,9.76
volatility_label,baseline_random_walk,high,1,0,0.0,,,,,,,236.87,236.87,236.87
volatility_label,baseline_random_walk,low,1,0,0.0,,,,,,,9.16,9.16,9.16
volatility_label,baseline_random_walk,normal,2,0,0.0,,,,,,,14.65,14.65,14.65
volatility_label,baseline_simple_technical,high,1,0,0.0,,,,,,,259.66,259.66,214.08
volatility_label,baseline_simple_technical,low,1,1,1.0,,,,,,,13.83,13.83,13.83
volatility_label,baseline_simple_technical,normal,2,1,0.5,,,,,,,34.78,34.78,13.21
volatility_label,ugh_v2_alpha,high,1,0,0.0,0,0.0,1,1.0,0,0.0,243.26,243.26,230.48
volatility_label,ugh_v2_alpha,low,1,1,1.0,1,1.0,1,1.0,0,0.0,1.04,1.04,1.04
volatility_label,ugh_v2_alpha,normal,2,1,0.5,1,0.5,1,0.5,0,0.0,22.47,22.47,10.0
volatility_label,ugh_v2_beta,high,1,0,0.0,0,0.0,1,1.0,0,0.0,236.87,236.87,236.87
volatility_label,ugh_v2_beta,low,1,1,1.0,1,1.0,1,1.0,0,0.0,1.05,1.05,1.05
volatility_label,ugh_v2_beta,normal,2,1,0.5,1,0.5,1,0.5,0,0.0,21.01,21.01,9.61
volatility_label,ugh_v2_delta,high,1,0,0.0,0,0.0,1,1.0,0,0.0,236.87,236.87,236.87
volatility_label,ugh_v2_delta,low,1,1,1.0,1,1.0,1,1.0,0,0.0,0.11,0.11,0.11
volatility_label,ugh_v2_delta,normal,2,1,0.5,1,0.5,1,0.5,0,0.0,21.67,21.67,9.76
volatility_label,ugh_v2_gamma,high,1,0,0.0,0,0.0,1,1.0,0,0.0,243.0,243.0,230.75
volatility_label,ugh_v2_gamma,low,1,1,1.0,1,1.0,1,1.0,0,0.0,0.47,0.47,0.47
volatility_label,ugh_v2_gamma,normal,2,1,0.5,1,0.5,1,0.5,0,0.0,21.83,21.83,10.19
intervention_risk,baseline_prev_day_direction,high,1,1,1.0,,,,,,,210.01,210.01,210.01
intervention_risk,baseline_prev_day_direction,low,3,2,0.6667,,,,,,,14.86,6.72,8.75
intervention_risk,baseline_random_walk,high,1,0,0.0,,,,,,,236.87,236.87,236.87
intervention_risk,baseline_random_walk,low,3,0,0.0,,,,,,,12.82,9.16,12.82
intervention_risk,baseline_simple_technical,high,1,0,0.0,,,,,,,259.66,259.66,214.08
intervention_risk,baseline_simple_technical,low,3,2,0.6667,,,,,,,27.8,21.14,13.42
intervention_risk,ugh_v2_alpha,high,1,0,0.0,0,0.0,1,1.0,0,0.0,243.26,243.26,230.48
intervention_risk,ugh_v2_alpha,low,3,2,0.6667,2,0.6667,2,0.6667,0,0.0,15.32,5.6,7.01
intervention_risk,ugh_v2_beta,high,1,0,0.0,0,0.0,1,1.0,0,0.0,236.87,236.87,236.87
intervention_risk,ugh_v2_beta,low,3,2,0.6667,2,0.6667,2,0.6667,0,0.0,14.36,3.77,6.76
intervention_risk,ugh_v2_delta,high,1,0,0.0,0,0.0,1,1.0,0,0.0,236.87,236.87,236.87
intervention_risk,ugh_v2_delta,low,3,2,0.6667,2,0.6667,2,0.6667,0,0.0,14.48,4.57,6.54
intervention_risk,ugh_v2_gamma,high,1,0,0.0,0,0.0,1,1.0,0,0.0,243.0,243.0,230.75
intervention_risk,ugh_v2_gamma,low,3,2,0.6667,2,0.6667,2,0.6667,0,0.0,14.71,5.16,6.95
