slice_dimension,strategy_kind,label,observation_count,direction_hit_count,direction_hit_rate,range_hit_count,range_hit_rate,state_proxy_hit_count,state_proxy_hit_rate,mean_close_error_bp,median_close_error_bp,mean_magnitude_error_bp
regime_label,baseline_prev_day_direction,all,4,3,0.75,,,,,28.43,18.21,20.78
regime_label,baseline_random_walk,all,4,0,0.0,,,,,31.99,31.11,31.99
regime_label,baseline_simple_technical,all,4,0,0.0,,,,,70.47,70.28,12.66
regime_label,ugh_v2_alpha,all,4,0,0.0,4,1.0,4,1.0,37.74,32.75,26.23
regime_label,ugh_v2_beta,all,4,3,0.75,4,1.0,4,1.0,33.2,27.51,26.4
regime_label,ugh_v2_delta,all,4,2,0.5,4,1.0,4,1.0,35.67,30.13,27.33
regime_label,ugh_v2_gamma,all,4,1,0.25,4,1.0,4,1.0,37.25,32.28,26.71
volatility_label,baseline_prev_day_direction,all,4,3,0.75,,,,,28.43,18.21,20.78
volatility_label,baseline_random_walk,all,4,0,0.0,,,,,31.99,31.11,31.99
volatility_label,baseline_simple_technical,all,4,0,0.0,,,,,70.47,70.28,12.66
volatility_label,ugh_v2_alpha,all,4,0,0.0,4,1.0,4,1.0,37.74,32.75,26.23
volatility_label,ugh_v2_beta,all,4,3,0.75,4,1.0,4,1.0,33.2,27.51,26.4
volatility_label,ugh_v2_delta,all,4,2,0.5,4,1.0,4,1.0,35.67,30.13,27.33
volatility_label,ugh_v2_gamma,all,4,1,0.25,4,1.0,4,1.0,37.25,32.28,26.71
intervention_risk,baseline_prev_day_direction,all,4,3,0.75,,,,,28.43,18.21,20.78
intervention_risk,baseline_random_walk,all,4,0,0.0,,,,,31.99,31.11,31.99
intervention_risk,baseline_simple_technical,all,4,0,0.0,,,,,70.47,70.28,12.66
intervention_risk,ugh_v2_alpha,all,4,0,0.0,4,1.0,4,1.0,37.74,32.75,26.23
intervention_risk,ugh_v2_beta,all,4,3,0.75,4,1.0,4,1.0,33.2,27.51,26.4
intervention_risk,ugh_v2_delta,all,4,2,0.5,4,1.0,4,1.0,35.67,30.13,27.33
intervention_risk,ugh_v2_gamma,all,4,1,0.25,4,1.0,4,1.0,37.25,32.28,26.71
