ts_utc,open,high,low,close
1778518800,157.1520,157.2120,157.0980,157.1130
1778522400,157.1040,157.2090,157.0880,157.2050
1778526000,157.2000,157.2660,157.1940,157.2370
1778529600,157.2420,157.2740,157.1340,157.1830
1778533200,157.1770,157.1770,157.0700,157.0910
1778536800,157.1240,157.2010,157.0910,157.1780
1778540400,157.1780,157.2470,157.1700,157.2400
1778544000,157.2310,157.4330,157.2290,157.4200
1778547600,157.4150,157.5860,157.3650,157.5340
1778551200,157.5280,157.6520,157.5210,157.5830
1778554800,157.5820,157.6400,157.5400,157.6120
1778558400,157.6050,157.6400,157.5420,157.5800
