slice_dimension,strategy_kind,label,observation_count,direction_hit_count,direction_hit_rate,range_hit_count,range_hit_rate,state_proxy_hit_count,state_proxy_hit_rate,mean_close_error_bp,median_close_error_bp,mean_magnitude_error_bp
regime_label,baseline_prev_day_direction,all,4,3,0.75,,,,,17.2,15.79,14.41
regime_label,baseline_random_walk,all,4,0,0.0,,,,,9.91,10.23,9.91
regime_label,baseline_simple_technical,all,4,4,1.0,,,,,8.0,7.98,8.0
regime_label,ugh_v2_alpha,all,4,4,1.0,3,0.75,0,0.0,9.76,9.86,9.76
regime_label,ugh_v2_beta,all,4,3,0.75,2,0.5,0,0.0,11.4,10.85,11.4
regime_label,ugh_v2_delta,all,4,3,0.75,2,0.5,0,0.0,11.03,10.4,11.03
regime_label,ugh_v2_gamma,all,4,4,1.0,3,0.75,0,0.0,9.69,9.77,9.69
volatility_label,baseline_prev_day_direction,all,4,3,0.75,,,,,17.2,15.79,14.41
volatility_label,baseline_random_walk,all,4,0,0.0,,,,,9.91,10.23,9.91
volatility_label,baseline_simple_technical,all,4,4,1.0,,,,,8.0,7.98,8.0
volatility_label,ugh_v2_alpha,all,4,4,1.0,3,0.75,0,0.0,9.76,9.86,9.76
volatility_label,ugh_v2_beta,all,4,3,0.75,2,0.5,0,0.0,11.4,10.85,11.4
volatility_label,ugh_v2_delta,all,4,3,0.75,2,0.5,0,0.0,11.03,10.4,11.03
volatility_label,ugh_v2_gamma,all,4,4,1.0,3,0.75,0,0.0,9.69,9.77,9.69
intervention_risk,baseline_prev_day_direction,all,4,3,0.75,,,,,17.2,15.79,14.41
intervention_risk,baseline_random_walk,all,4,0,0.0,,,,,9.91,10.23,9.91
intervention_risk,baseline_simple_technical,all,4,4,1.0,,,,,8.0,7.98,8.0
intervention_risk,ugh_v2_alpha,all,4,4,1.0,3,0.75,0,0.0,9.76,9.86,9.76
intervention_risk,ugh_v2_beta,all,4,3,0.75,2,0.5,0,0.0,11.4,10.85,11.4
intervention_risk,ugh_v2_delta,all,4,3,0.75,2,0.5,0,0.0,11.03,10.4,11.03
intervention_risk,ugh_v2_gamma,all,4,4,1.0,3,0.75,0,0.0,9.69,9.77,9.69
