strategy_kind,observation_count,direction_hit_count,direction_hit_rate,range_hit_count,range_hit_rate,state_proxy_hit_count,state_proxy_hit_rate,mean_close_error_bp,median_close_error_bp,mean_magnitude_error_bp,last_updated_utc
baseline_prev_day_direction,49,25,0.5102,,,,,34.45,20.76,21.03,2026-06-10T08:55:49Z
baseline_random_walk,49,0,0.0,,,,,22.17,15.74,22.17,2026-06-10T08:55:49Z
baseline_simple_technical,49,27,0.551,,,,,35.51,33.13,19.07,2026-06-10T08:55:49Z
ugh,26,12,0.4615,16,0.6154,26,1.0,27.34,18.64,27.18,2026-06-10T08:55:49Z
ugh_v2_alpha,23,15,0.6522,21,0.913,15,0.6522,16.06,11.14,11.6,2026-06-10T08:55:49Z
ugh_v2_beta,23,17,0.7391,20,0.8696,17,0.7391,15.08,13.08,11.22,2026-06-10T08:55:49Z
ugh_v2_delta,23,17,0.7391,21,0.913,16,0.6957,15.57,12.28,11.66,2026-06-10T08:55:49Z
ugh_v2_gamma,23,16,0.6957,21,0.913,16,0.6957,15.68,11.61,11.4,2026-06-10T08:55:49Z
