slice_dimension,strategy_kind,label,observation_count,direction_hit_count,direction_hit_rate,range_hit_count,range_hit_rate,state_proxy_hit_count,state_proxy_hit_rate,mean_close_error_bp,median_close_error_bp,mean_magnitude_error_bp
regime_label,baseline_prev_day_direction,all,4,3,0.75,,,,,26.91,28.35,20.6
regime_label,baseline_random_walk,all,4,0,0.0,,,,,18.09,13.2,18.09
regime_label,baseline_simple_technical,all,4,0,0.0,,,,,43.1,38.17,13.87
regime_label,ugh,all,4,0,0.0,3,0.75,4,1.0,18.23,13.37,17.94
volatility_label,baseline_prev_day_direction,all,4,3,0.75,,,,,26.91,28.35,20.6
volatility_label,baseline_random_walk,all,4,0,0.0,,,,,18.09,13.2,18.09
volatility_label,baseline_simple_technical,all,4,0,0.0,,,,,43.1,38.17,13.87
volatility_label,ugh,all,4,0,0.0,3,0.75,4,1.0,18.23,13.37,17.94
intervention_risk,baseline_prev_day_direction,all,4,3,0.75,,,,,26.91,28.35,20.6
intervention_risk,baseline_random_walk,all,4,0,0.0,,,,,18.09,13.2,18.09
intervention_risk,baseline_simple_technical,all,4,0,0.0,,,,,43.1,38.17,13.87
intervention_risk,ugh,all,4,0,0.0,3,0.75,4,1.0,18.23,13.37,17.94
