evaluation_id,forecast_id,outcome_id,pair,strategy_kind,direction_hit,range_hit,close_error_bp,magnitude_error_bp,state_proxy_hit,state_correctness_hit,mismatch_change_bp,realized_state_proxy,actual_state_change,disconfirmers_hit,disconfirmer_explained,evaluated_at_utc,theory_version,engine_version,schema_version,protocol_version
ev_fc_USDJPY_20260708T080000_v1_baseline_prev_day_direction_51f85e0ee45dcf14_oc_USDJPY_20260708T080000_20260709T080000_v1_90eccb4093fa1c4e_v1_a4a8ae2b8299d880,fc_USDJPY_20260708T080000_v1_baseline_prev_day_direction_51f85e0ee45dcf14,oc_USDJPY_20260708T080000_20260709T080000_v1_90eccb4093fa1c4e,USDJPY,baseline_prev_day_direction,True,,29.61313980015724,29.61313980015724,,,,,,,False,2026-07-09T08:38:33.456578+00:00,v2,v2.5,v1,v1
ev_fc_USDJPY_20260708T080000_v1_baseline_random_walk_76cf47f72284dc63_oc_USDJPY_20260708T080000_20260709T080000_v1_90eccb4093fa1c4e_v1_13a379b6eae53064,fc_USDJPY_20260708T080000_v1_baseline_random_walk_76cf47f72284dc63,oc_USDJPY_20260708T080000_20260709T080000_v1_90eccb4093fa1c4e,USDJPY,baseline_random_walk,False,,30.230119069653224,30.230119069653224,,,,,,,False,2026-07-09T08:38:33.456578+00:00,v2,v2.5,v1,v1
ev_fc_USDJPY_20260708T080000_v1_baseline_simple_technical_3b958f40535b4620_oc_USDJPY_20260708T080000_20260709T080000_v1_90eccb4093fa1c4e_v1_9d3d19236d788639,fc_USDJPY_20260708T080000_v1_baseline_simple_technical_3b958f40535b4620,oc_USDJPY_20260708T080000_20260709T080000_v1_90eccb4093fa1c4e,USDJPY,baseline_simple_technical,True,,10.21586438359758,10.21586438359758,,,,,,,False,2026-07-09T08:38:33.456578+00:00,v2,v2.5,v1,v1
ev_fc_USDJPY_20260708T080000_v1_ugh_v2_alpha_3d17f0d1cdf12ae3_oc_USDJPY_20260708T080000_20260709T080000_v1_90eccb4093fa1c4e_v1_1d82afe86fcce6ad,fc_USDJPY_20260708T080000_v1_ugh_v2_alpha_3d17f0d1cdf12ae3,oc_USDJPY_20260708T080000_20260709T080000_v1_90eccb4093fa1c4e,USDJPY,ugh_v2_alpha,True,False,26.64316145147916,26.64316145147916,True,False,26.64316145147916,setup,False,,False,2026-07-09T08:38:33.456578+00:00,v2,v2.5,v1,v1
ev_fc_USDJPY_20260708T080000_v1_ugh_v2_beta_0fa9dd8108974aa0_oc_USDJPY_20260708T080000_20260709T080000_v1_90eccb4093fa1c4e_v1_36a03a22d7e46921,fc_USDJPY_20260708T080000_v1_ugh_v2_beta_0fa9dd8108974aa0,oc_USDJPY_20260708T080000_20260709T080000_v1_90eccb4093fa1c4e,USDJPY,ugh_v2_beta,False,False,30.230119069653224,30.230119069653224,True,False,30.230119069653224,setup,False,,False,2026-07-09T08:38:33.456578+00:00,v2,v2.5,v1,v1
ev_fc_USDJPY_20260708T080000_v1_ugh_v2_delta_1ac66a90a2f38ae1_oc_USDJPY_20260708T080000_20260709T080000_v1_90eccb4093fa1c4e_v1_bcc99eaf29646199,fc_USDJPY_20260708T080000_v1_ugh_v2_delta_1ac66a90a2f38ae1,oc_USDJPY_20260708T080000_20260709T080000_v1_90eccb4093fa1c4e,USDJPY,ugh_v2_delta,True,False,27.049553237704743,27.049553237704743,True,False,27.049553237704743,setup,False,,False,2026-07-09T08:38:33.456578+00:00,v2,v2.5,v1,v1
ev_fc_USDJPY_20260708T080000_v1_ugh_v2_gamma_204c1cd512c41186_oc_USDJPY_20260708T080000_20260709T080000_v1_90eccb4093fa1c4e_v1_b1795fb5bfa58149,fc_USDJPY_20260708T080000_v1_ugh_v2_gamma_204c1cd512c41186,oc_USDJPY_20260708T080000_20260709T080000_v1_90eccb4093fa1c4e,USDJPY,ugh_v2_gamma,True,False,26.714297328934656,26.714297328934656,True,False,26.714297328934656,setup,False,,False,2026-07-09T08:38:33.456578+00:00,v2,v2.5,v1,v1
