strategy_kind,observation_count,direction_hit_count,direction_hit_rate,range_hit_count,range_hit_rate,state_proxy_hit_count,state_proxy_hit_rate,mean_close_error_bp,median_close_error_bp,mean_magnitude_error_bp,last_updated_utc
baseline_prev_day_direction,70,38,0.5429,,,,,33.57,23.19,22.31,2026-07-09T10:23:40Z
baseline_random_walk,70,0,0.0,,,,,21.67,15.67,21.67,2026-07-09T10:23:40Z
baseline_simple_technical,70,44,0.6286,,,,,30.18,23.15,17.63,2026-07-09T10:23:40Z
ugh,26,12,0.4615,16,0.6154,26,1.0,27.34,18.64,27.18,2026-07-09T10:23:40Z
ugh_v2_alpha,44,30,0.6818,32,0.7273,23,0.5227,18.0,11.22,14.67,2026-07-09T10:23:40Z
ugh_v2_beta,44,30,0.6818,28,0.6364,26,0.5909,17.7,13.13,14.69,2026-07-09T10:23:40Z
ugh_v2_delta,44,31,0.7045,30,0.6818,25,0.5682,17.83,12.29,14.8,2026-07-09T10:23:40Z
ugh_v2_gamma,44,31,0.7045,33,0.75,25,0.5682,17.81,11.78,14.6,2026-07-09T10:23:40Z
