strategy_kind,observation_count,direction_hit_count,direction_hit_rate,range_hit_count,range_hit_rate,state_proxy_hit_count,state_proxy_hit_rate,mean_close_error_bp,median_close_error_bp,mean_magnitude_error_bp,last_updated_utc
baseline_prev_day_direction,41,20,0.4878,,,,,38.48,27.83,22.72,2026-05-29T13:54:45Z
baseline_random_walk,41,0,0.0,,,,,24.44,17.04,24.44,2026-05-29T13:54:45Z
baseline_simple_technical,41,20,0.4878,,,,,40.38,37.34,20.79,2026-05-29T13:54:45Z
ugh,26,12,0.4615,16,0.6154,26,1.0,27.34,18.64,27.18,2026-05-29T13:54:45Z
ugh_v2_alpha,15,8,0.5333,15,1.0,11,0.7333,20.73,19.93,14.06,2026-05-29T13:54:45Z
ugh_v2_beta,15,10,0.6667,15,1.0,13,0.8667,19.09,17.61,13.33,2026-05-29T13:54:45Z
ugh_v2_delta,15,10,0.6667,15,1.0,12,0.8,19.93,17.64,14.11,2026-05-29T13:54:45Z
ugh_v2_gamma,15,9,0.6,15,1.0,12,0.8,20.15,18.95,13.74,2026-05-29T13:54:45Z
