slice_dimension,strategy_kind,label,observation_count,direction_hit_count,direction_hit_rate,range_hit_count,range_hit_rate,state_proxy_hit_count,state_proxy_hit_rate,mean_close_error_bp,median_close_error_bp,mean_magnitude_error_bp
regime_label,baseline_prev_day_direction,all,4,3,0.75,,,,,10.51,8.47,9.89
regime_label,baseline_random_walk,all,4,0,0.0,,,,,11.75,11.89,11.75
regime_label,baseline_simple_technical,all,4,3,0.75,,,,,11.49,11.7,10.87
regime_label,ugh_v2_alpha,all,4,3,0.75,3,0.75,4,1.0,6.88,7.66,6.25
regime_label,ugh_v2_beta,all,4,3,0.75,3,0.75,4,1.0,7.15,7.36,6.53
regime_label,ugh_v2_delta,all,4,3,0.75,3,0.75,4,1.0,6.86,7.49,6.23
regime_label,ugh_v2_gamma,all,4,3,0.75,3,0.75,4,1.0,6.96,6.85,6.33
volatility_label,baseline_prev_day_direction,all,4,3,0.75,,,,,10.51,8.47,9.89
volatility_label,baseline_random_walk,all,4,0,0.0,,,,,11.75,11.89,11.75
volatility_label,baseline_simple_technical,all,4,3,0.75,,,,,11.49,11.7,10.87
volatility_label,ugh_v2_alpha,all,4,3,0.75,3,0.75,4,1.0,6.88,7.66,6.25
volatility_label,ugh_v2_beta,all,4,3,0.75,3,0.75,4,1.0,7.15,7.36,6.53
volatility_label,ugh_v2_delta,all,4,3,0.75,3,0.75,4,1.0,6.86,7.49,6.23
volatility_label,ugh_v2_gamma,all,4,3,0.75,3,0.75,4,1.0,6.96,6.85,6.33
intervention_risk,baseline_prev_day_direction,all,4,3,0.75,,,,,10.51,8.47,9.89
intervention_risk,baseline_random_walk,all,4,0,0.0,,,,,11.75,11.89,11.75
intervention_risk,baseline_simple_technical,all,4,3,0.75,,,,,11.49,11.7,10.87
intervention_risk,ugh_v2_alpha,all,4,3,0.75,3,0.75,4,1.0,6.88,7.66,6.25
intervention_risk,ugh_v2_beta,all,4,3,0.75,3,0.75,4,1.0,7.15,7.36,6.53
intervention_risk,ugh_v2_delta,all,4,3,0.75,3,0.75,4,1.0,6.86,7.49,6.23
intervention_risk,ugh_v2_gamma,all,4,3,0.75,3,0.75,4,1.0,6.96,6.85,6.33
