slice_dimension,strategy_kind,label,observation_count,direction_hit_count,direction_hit_rate,range_hit_count,range_hit_rate,state_proxy_hit_count,state_proxy_hit_rate,state_correctness_hit_count,state_correctness_hit_rate,mean_close_error_bp,median_close_error_bp,mean_magnitude_error_bp
regime_label,baseline_prev_day_direction,trending,5,4,0.8,,,,,,,34.84,29.61,29.68
regime_label,baseline_random_walk,trending,5,0,0.0,,,,,,,26.18,30.23,26.18
regime_label,baseline_simple_technical,trending,5,3,0.6,,,,,,,30.5,26.68,17.43
regime_label,ugh_v2_alpha,trending,5,3,0.6,0,0.0,3,0.6,1,0.2,28.83,26.64,25.73
regime_label,ugh_v2_beta,trending,5,2,0.4,0,0.0,4,0.8,2,0.4,30.35,30.23,25.73
regime_label,ugh_v2_delta,trending,5,3,0.6,0,0.0,4,0.8,2,0.4,29.22,27.05,25.28
regime_label,ugh_v2_gamma,trending,5,3,0.6,0,0.0,3,0.6,1,0.2,28.8,26.71,25.8
volatility_label,baseline_prev_day_direction,high,1,1,1.0,,,,,,,28.96,28.96,28.96
volatility_label,baseline_prev_day_direction,low,2,1,0.5,,,,,,,43.89,43.89,30.97
volatility_label,baseline_prev_day_direction,normal,2,2,1.0,,,,,,,28.74,28.74,28.74
volatility_label,baseline_random_walk,high,1,0,0.0,,,,,,,41.88,41.88,41.88
volatility_label,baseline_random_walk,low,2,0,0.0,,,,,,,6.77,6.77,6.77
volatility_label,baseline_random_walk,normal,2,0,0.0,,,,,,,37.74,37.74,37.74
volatility_label,baseline_simple_technical,high,1,0,0.0,,,,,,,61.65,61.65,22.11
volatility_label,baseline_simple_technical,low,2,1,0.5,,,,,,,26.98,26.98,14.07
volatility_label,baseline_simple_technical,normal,2,2,1.0,,,,,,,18.45,18.45,18.45
volatility_label,ugh_v2_alpha,high,1,0,0.0,0,0.0,1,1.0,1,1.0,41.88,41.88,41.88
volatility_label,ugh_v2_alpha,low,2,1,0.5,0,0.0,1,0.5,0,0.0,19.5,19.5,11.76
volatility_label,ugh_v2_alpha,normal,2,2,1.0,0,0.0,1,0.5,0,0.0,31.64,31.64,31.64
volatility_label,ugh_v2_beta,high,1,0,0.0,0,0.0,1,1.0,1,1.0,41.88,41.88,41.88
volatility_label,ugh_v2_beta,low,2,1,0.5,0,0.0,2,1.0,1,0.5,23.13,23.13,11.6
volatility_label,ugh_v2_beta,normal,2,1,0.5,0,0.0,1,0.5,0,0.0,31.79,31.79,31.79
volatility_label,ugh_v2_delta,high,1,0,0.0,0,0.0,1,1.0,1,1.0,41.88,41.88,41.88
volatility_label,ugh_v2_delta,low,2,1,0.5,0,0.0,2,1.0,1,0.5,21.4,21.4,11.56
volatility_label,ugh_v2_delta,normal,2,2,1.0,0,0.0,1,0.5,0,0.0,30.7,30.7,30.7
volatility_label,ugh_v2_gamma,high,1,0,0.0,0,0.0,1,1.0,1,1.0,41.88,41.88,41.88
volatility_label,ugh_v2_gamma,low,2,1,0.5,0,0.0,1,0.5,0,0.0,19.32,19.32,11.81
volatility_label,ugh_v2_gamma,normal,2,2,1.0,0,0.0,1,0.5,0,0.0,31.74,31.74,31.74
intervention_risk,baseline_prev_day_direction,low,5,4,0.8,,,,,,,34.84,29.61,29.68
intervention_risk,baseline_random_walk,low,5,0,0.0,,,,,,,26.18,30.23,26.18
intervention_risk,baseline_simple_technical,low,5,3,0.6,,,,,,,30.5,26.68,17.43
intervention_risk,ugh_v2_alpha,low,5,3,0.6,0,0.0,3,0.6,1,0.2,28.83,26.64,25.73
intervention_risk,ugh_v2_beta,low,5,2,0.4,0,0.0,4,0.8,2,0.4,30.35,30.23,25.73
intervention_risk,ugh_v2_delta,low,5,3,0.6,0,0.0,4,0.8,2,0.4,29.22,27.05,25.28
intervention_risk,ugh_v2_gamma,low,5,3,0.6,0,0.0,3,0.6,1,0.2,28.8,26.71,25.8
