slice_dimension,strategy_kind,label,observation_count,direction_hit_count,direction_hit_rate,range_hit_count,range_hit_rate,state_proxy_hit_count,state_proxy_hit_rate,state_correctness_hit_count,state_correctness_hit_rate,mean_close_error_bp,median_close_error_bp,mean_magnitude_error_bp
regime_label,baseline_prev_day_direction,trending,4,2,0.5,,,,,,,42.82,29.33,40.05
regime_label,baseline_random_walk,trending,4,0,0.0,,,,,,,36.81,25.95,36.81
regime_label,baseline_simple_technical,trending,4,3,0.75,,,,,,,35.96,18.17,28.97
regime_label,ugh_v2_alpha,trending,4,3,0.75,2,0.5,1,0.25,0,0.0,36.03,18.24,33.04
regime_label,ugh_v2_beta,trending,4,3,0.75,0,0.0,1,0.25,0,0.0,36.14,18.51,33.71
regime_label,ugh_v2_delta,trending,4,3,0.75,1,0.25,1,0.25,0,0.0,36.07,18.37,33.4
regime_label,ugh_v2_gamma,trending,4,3,0.75,2,0.5,2,0.5,0,0.0,36.01,18.79,33.18
volatility_label,baseline_prev_day_direction,high,2,1,0.5,,,,,,,59.39,59.39,56.93
volatility_label,baseline_prev_day_direction,low,1,0,0.0,,,,,,,17.31,17.31,11.13
volatility_label,baseline_prev_day_direction,normal,1,1,1.0,,,,,,,35.21,35.21,35.21
volatility_label,baseline_random_walk,high,2,0,0.0,,,,,,,65.27,65.27,65.27
volatility_label,baseline_random_walk,low,1,0,0.0,,,,,,,14.22,14.22,14.22
volatility_label,baseline_random_walk,normal,1,0,0.0,,,,,,,2.46,2.46,2.46
volatility_label,baseline_simple_technical,high,2,1,0.5,,,,,,,65.68,65.68,51.69
volatility_label,baseline_simple_technical,low,1,1,1.0,,,,,,,0.66,0.66,0.66
volatility_label,baseline_simple_technical,normal,1,1,1.0,,,,,,,11.84,11.84,11.84
volatility_label,ugh_v2_alpha,high,2,1,0.5,0,0.0,0,0.0,0,0.0,63.01,63.01,57.02
volatility_label,ugh_v2_alpha,low,1,1,1.0,1,1.0,1,1.0,0,0.0,9.31,9.31,9.31
volatility_label,ugh_v2_alpha,normal,1,1,1.0,1,1.0,0,0.0,0,0.0,8.78,8.78,8.78
volatility_label,ugh_v2_beta,high,2,1,0.5,0,0.0,0,0.0,0,0.0,61.83,61.83,56.97
volatility_label,ugh_v2_beta,low,1,1,1.0,0,0.0,1,1.0,0,0.0,11.07,11.07,11.07
volatility_label,ugh_v2_beta,normal,1,1,1.0,0,0.0,0,0.0,0,0.0,9.82,9.82,9.82
volatility_label,ugh_v2_delta,high,2,1,0.5,0,0.0,0,0.0,0,0.0,62.35,62.35,56.99
volatility_label,ugh_v2_delta,low,1,1,1.0,1,1.0,1,1.0,0,0.0,10.27,10.27,10.27
volatility_label,ugh_v2_delta,normal,1,1,1.0,0,0.0,0,0.0,0,0.0,9.33,9.33,9.33
volatility_label,ugh_v2_gamma,high,2,1,0.5,0,0.0,1,0.5,0,0.0,63.28,63.28,57.62
volatility_label,ugh_v2_gamma,low,1,1,1.0,1,1.0,1,1.0,0,0.0,9.55,9.55,9.55
volatility_label,ugh_v2_gamma,normal,1,1,1.0,1,1.0,0,0.0,0,0.0,7.94,7.94,7.94
intervention_risk,baseline_prev_day_direction,low,3,2,0.6667,,,,,,,25.32,23.45,23.26
intervention_risk,baseline_prev_day_direction,medium,1,0,0.0,,,,,,,95.33,95.33,90.4
intervention_risk,baseline_random_walk,low,3,0,0.0,,,,,,,18.12,14.22,18.12
intervention_risk,baseline_random_walk,medium,1,0,0.0,,,,,,,92.87,92.87,92.87
intervention_risk,baseline_simple_technical,low,3,3,1.0,,,,,,,12.33,11.84,12.33
intervention_risk,baseline_simple_technical,medium,1,0,0.0,,,,,,,106.86,106.86,78.88
intervention_risk,ugh_v2_alpha,low,3,3,1.0,2,0.6667,1,0.3333,0,0.0,15.09,9.31,15.09
intervention_risk,ugh_v2_alpha,medium,1,0,0.0,0,0.0,0,0.0,0,0.0,98.85,98.85,86.88
intervention_risk,ugh_v2_beta,low,3,3,1.0,0,0.0,1,0.3333,0,0.0,15.61,11.07,15.61
intervention_risk,ugh_v2_beta,medium,1,0,0.0,0,0.0,0,0.0,0,0.0,97.73,97.73,88.0
intervention_risk,ugh_v2_delta,low,3,3,1.0,1,0.3333,1,0.3333,0,0.0,15.36,10.27,15.36
intervention_risk,ugh_v2_delta,medium,1,0,0.0,0,0.0,0,0.0,0,0.0,98.22,98.22,87.51
intervention_risk,ugh_v2_gamma,low,3,3,1.0,2,0.6667,2,0.6667,0,0.0,15.17,9.55,15.17
intervention_risk,ugh_v2_gamma,medium,1,0,0.0,0,0.0,0,0.0,0,0.0,98.52,98.52,87.21
event_tag,baseline_prev_day_direction,month_end,1,1,1.0,,,,,,,23.45,23.45,23.45
event_tag,baseline_prev_day_direction,quarter_end,1,1,1.0,,,,,,,23.45,23.45,23.45
event_tag,baseline_random_walk,month_end,1,0,0.0,,,,,,,37.67,37.67,37.67
event_tag,baseline_random_walk,quarter_end,1,0,0.0,,,,,,,37.67,37.67,37.67
event_tag,baseline_simple_technical,month_end,1,1,1.0,,,,,,,24.5,24.5,24.5
event_tag,baseline_simple_technical,quarter_end,1,1,1.0,,,,,,,24.5,24.5,24.5
event_tag,ugh_v2_alpha,month_end,1,1,1.0,0,0.0,0,0.0,0,0.0,27.17,27.17,27.17
event_tag,ugh_v2_alpha,quarter_end,1,1,1.0,0,0.0,0,0.0,0,0.0,27.17,27.17,27.17
event_tag,ugh_v2_beta,month_end,1,1,1.0,0,0.0,0,0.0,0,0.0,25.94,25.94,25.94
event_tag,ugh_v2_beta,quarter_end,1,1,1.0,0,0.0,0,0.0,0,0.0,25.94,25.94,25.94
event_tag,ugh_v2_delta,month_end,1,1,1.0,0,0.0,0,0.0,0,0.0,26.47,26.47,26.47
event_tag,ugh_v2_delta,quarter_end,1,1,1.0,0,0.0,0,0.0,0,0.0,26.47,26.47,26.47
event_tag,ugh_v2_gamma,month_end,1,1,1.0,0,0.0,1,1.0,0,0.0,28.03,28.03,28.03
event_tag,ugh_v2_gamma,quarter_end,1,1,1.0,0,0.0,1,1.0,0,0.0,28.03,28.03,28.03
