slice_dimension,strategy_kind,label,observation_count,direction_hit_count,direction_hit_rate,range_hit_count,range_hit_rate,state_proxy_hit_count,state_proxy_hit_rate,state_correctness_hit_count,state_correctness_hit_rate,mean_close_error_bp,median_close_error_bp,mean_magnitude_error_bp,direction_hit_excl_flat_count,direction_obs_excl_flat,direction_hit_excl_flat_rate
regime_label,baseline_prev_day_direction,trending,3,2,0.6667,,,,,,,6.93,3.15,3.57,2,3,0.6667
regime_label,baseline_random_walk,trending,3,0,0.0,,,,,,,9.64,8.8,9.64,0,0,
regime_label,baseline_simple_technical,trending,3,0,0.0,,,,,,,51.2,50.53,31.92,0,3,0.0
regime_label,ugh_v2_alpha,trending,3,2,0.6667,3,1.0,3,1.0,3,1.0,6.88,5.06,6.88,2,2,1.0
regime_label,ugh_v2_beta,trending,3,2,0.6667,3,1.0,3,1.0,3,1.0,5.44,2.39,5.44,2,2,1.0
regime_label,ugh_v2_delta,trending,3,2,0.6667,3,1.0,3,1.0,3,1.0,6.18,3.76,6.18,2,2,1.0
regime_label,ugh_v2_gamma,trending,3,2,0.6667,3,1.0,3,1.0,3,1.0,6.88,4.97,6.88,2,2,1.0
volatility_label,baseline_prev_day_direction,low,1,1,1.0,,,,,,,3.15,3.15,3.15,1,1,1.0
volatility_label,baseline_prev_day_direction,normal,2,1,0.5,,,,,,,8.81,8.81,3.78,1,2,0.5
volatility_label,baseline_random_walk,low,1,0,0.0,,,,,,,8.8,8.8,8.8,0,0,
volatility_label,baseline_random_walk,normal,2,0,0.0,,,,,,,10.06,10.06,10.06,0,0,
volatility_label,baseline_simple_technical,low,1,0,0.0,,,,,,,50.53,50.53,32.92,0,1,0.0
volatility_label,baseline_simple_technical,normal,2,0,0.0,,,,,,,51.54,51.54,31.42,0,2,0.0
volatility_label,ugh_v2_alpha,low,1,1,1.0,1,1.0,1,1.0,1,1.0,5.06,5.06,5.06,1,1,1.0
volatility_label,ugh_v2_alpha,normal,2,1,0.5,2,1.0,2,1.0,2,1.0,7.79,7.79,7.79,1,1,1.0
volatility_label,ugh_v2_beta,low,1,1,1.0,1,1.0,1,1.0,1,1.0,2.39,2.39,2.39,1,1,1.0
volatility_label,ugh_v2_beta,normal,2,1,0.5,2,1.0,2,1.0,2,1.0,6.97,6.97,6.97,1,1,1.0
volatility_label,ugh_v2_delta,low,1,1,1.0,1,1.0,1,1.0,1,1.0,3.76,3.76,3.76,1,1,1.0
volatility_label,ugh_v2_delta,normal,2,1,0.5,2,1.0,2,1.0,2,1.0,7.39,7.39,7.39,1,1,1.0
volatility_label,ugh_v2_gamma,low,1,1,1.0,1,1.0,1,1.0,1,1.0,4.97,4.97,4.97,1,1,1.0
volatility_label,ugh_v2_gamma,normal,2,1,0.5,2,1.0,2,1.0,2,1.0,7.83,7.83,7.83,1,1,1.0
intervention_risk,baseline_prev_day_direction,low,3,2,0.6667,,,,,,,6.93,3.15,3.57,2,3,0.6667
intervention_risk,baseline_random_walk,low,3,0,0.0,,,,,,,9.64,8.8,9.64,0,0,
intervention_risk,baseline_simple_technical,low,3,0,0.0,,,,,,,51.2,50.53,31.92,0,3,0.0
intervention_risk,ugh_v2_alpha,low,3,2,0.6667,3,1.0,3,1.0,3,1.0,6.88,5.06,6.88,2,2,1.0
intervention_risk,ugh_v2_beta,low,3,2,0.6667,3,1.0,3,1.0,3,1.0,5.44,2.39,5.44,2,2,1.0
intervention_risk,ugh_v2_delta,low,3,2,0.6667,3,1.0,3,1.0,3,1.0,6.18,3.76,6.18,2,2,1.0
intervention_risk,ugh_v2_gamma,low,3,2,0.6667,3,1.0,3,1.0,3,1.0,6.88,4.97,6.88,2,2,1.0
