strategy_kind,observation_count,direction_hit_count,direction_hit_rate,range_hit_count,range_hit_rate,state_proxy_hit_count,state_proxy_hit_rate,mean_close_error_bp,median_close_error_bp,mean_magnitude_error_bp,last_updated_utc
baseline_prev_day_direction,66,35,0.5303,,,,,32.39,20.73,20.97,2026-07-03T12:52:39Z
baseline_random_walk,66,0,0.0,,,,,21.57,15.44,21.57,2026-07-03T12:52:39Z
baseline_simple_technical,66,40,0.6061,,,,,31.13,23.92,17.82,2026-07-03T12:52:39Z
ugh,26,12,0.4615,16,0.6154,26,1.0,27.34,18.64,27.18,2026-07-03T12:52:39Z
ugh_v2_alpha,40,27,0.675,31,0.775,22,0.55,17.33,10.91,13.66,2026-07-03T12:52:39Z
ugh_v2_beta,40,28,0.7,27,0.675,24,0.6,16.9,11.65,13.59,2026-07-03T12:52:39Z
ugh_v2_delta,40,28,0.7,29,0.725,23,0.575,17.15,11.9,13.81,2026-07-03T12:52:39Z
ugh_v2_gamma,40,28,0.7,32,0.8,24,0.6,17.11,11.11,13.59,2026-07-03T12:52:39Z
