slice_dimension,strategy_kind,label,observation_count,direction_hit_count,direction_hit_rate,range_hit_count,range_hit_rate,state_proxy_hit_count,state_proxy_hit_rate,mean_close_error_bp,median_close_error_bp,mean_magnitude_error_bp
regime_label,baseline_prev_day_direction,choppy,3,0,0.0,,,,,24.51,25.8,14.04
regime_label,baseline_prev_day_direction,trending,1,1,1.0,,,,,10.73,10.73,10.73
regime_label,baseline_random_walk,choppy,4,0,0.0,,,,,14.45,16.0,14.45
regime_label,baseline_simple_technical,choppy,2,0,0.0,,,,,46.89,46.89,28.71
regime_label,baseline_simple_technical,trending,2,2,1.0,,,,,18.64,18.64,18.64
regime_label,ugh_v2_alpha,choppy,2,0,0.0,,,1,0.5,28.92,28.92,10.73
regime_label,ugh_v2_alpha,trending,2,2,1.0,,,0,0.0,8.82,8.82,8.82
regime_label,ugh_v2_beta,choppy,2,0,0.0,,,2,1.0,27.66,27.66,9.47
regime_label,ugh_v2_beta,trending,2,2,1.0,,,0,0.0,10.69,10.69,10.69
regime_label,ugh_v2_delta,choppy,2,0,0.0,,,2,1.0,28.32,28.32,10.14
regime_label,ugh_v2_delta,trending,2,2,1.0,,,0,0.0,9.9,9.9,9.9
regime_label,ugh_v2_gamma,choppy,2,0,0.0,,,2,1.0,27.37,27.37,9.18
regime_label,ugh_v2_gamma,trending,2,2,1.0,,,0,0.0,8.3,8.3,8.3
regime_label,ugh_v2_ensemble,choppy,,,,2,1.0,,,,,
regime_label,ugh_v2_ensemble,trending,,,,2,1.0,,,,,
volatility_label,baseline_prev_day_direction,low,2,1,0.5,,,,,13.23,13.23,12.6
volatility_label,baseline_prev_day_direction,normal,2,0,0.0,,,,,28.9,28.9,13.83
volatility_label,baseline_random_walk,low,3,0,0.0,,,,,10.87,14.44,10.87
volatility_label,baseline_random_walk,normal,1,0,0.0,,,,,25.17,25.17,25.17
volatility_label,baseline_simple_technical,high,1,0,0.0,,,,,54.5,54.5,19.39
volatility_label,baseline_simple_technical,low,1,1,1.0,,,,,12.95,12.95,12.95
volatility_label,baseline_simple_technical,normal,2,1,0.5,,,,,31.8,31.8,31.18
volatility_label,ugh_v2_alpha,low,2,2,1.0,,,0,0.0,8.82,8.82,8.82
volatility_label,ugh_v2_alpha,normal,2,0,0.0,,,1,0.5,28.92,28.92,10.73
volatility_label,ugh_v2_beta,low,3,2,0.6667,,,1,0.3333,13.65,13.65,13.23
volatility_label,ugh_v2_beta,normal,1,0,0.0,,,1,1.0,35.75,35.75,0.64
volatility_label,ugh_v2_delta,low,2,2,1.0,,,0,0.0,9.9,9.9,9.9
volatility_label,ugh_v2_delta,normal,2,0,0.0,,,2,1.0,28.32,28.32,10.14
volatility_label,ugh_v2_gamma,low,3,2,0.6667,,,1,0.3333,11.85,11.95,11.43
volatility_label,ugh_v2_gamma,normal,1,0,0.0,,,1,1.0,35.78,35.78,0.67
volatility_label,ugh_v2_ensemble,low,,,,3,1.0,,,,,
volatility_label,ugh_v2_ensemble,normal,,,,2,1.0,,,,,
intervention_risk,baseline_prev_day_direction,low,4,1,0.25,,,,,21.07,20.77,13.22
intervention_risk,baseline_random_walk,low,4,0,0.0,,,,,14.45,16.0,14.45
intervention_risk,baseline_simple_technical,low,4,2,0.5,,,,,32.76,31.8,23.67
intervention_risk,ugh_v2_alpha,low,4,2,0.5,,,1,0.25,18.87,15.73,9.78
intervention_risk,ugh_v2_beta,low,4,2,0.5,,,2,0.5,19.17,16.61,10.08
intervention_risk,ugh_v2_delta,low,4,2,0.5,,,2,0.5,19.11,16.1,10.02
intervention_risk,ugh_v2_gamma,low,4,2,0.5,,,2,0.5,17.83,15.45,8.74
intervention_risk,ugh_v2_ensemble,low,,,,4,1.0,,,,,
