strategy_kind,observation_count,direction_hit_count,direction_hit_rate,range_hit_count,range_hit_rate,state_proxy_hit_count,state_proxy_hit_rate,mean_close_error_bp,median_close_error_bp,mean_magnitude_error_bp,last_updated_utc
baseline_prev_day_direction,47,23,0.4894,,,,,35.31,24.55,21.31,2026-06-08T09:27:43Z
baseline_random_walk,47,0,0.0,,,,,22.76,16.5,22.76,2026-06-08T09:27:43Z
baseline_simple_technical,47,25,0.5319,,,,,36.69,34.03,19.55,2026-06-08T09:27:43Z
ugh,26,12,0.4615,16,0.6154,26,1.0,27.34,18.64,27.18,2026-06-08T09:27:43Z
ugh_v2_alpha,21,13,0.619,20,0.9524,15,0.7143,16.81,11.3,11.93,2026-06-08T09:27:43Z
ugh_v2_beta,21,15,0.7143,19,0.9048,17,0.8095,15.62,13.18,11.39,2026-06-08T09:27:43Z
ugh_v2_delta,21,15,0.7143,20,0.9524,16,0.7619,16.21,12.29,11.93,2026-06-08T09:27:43Z
ugh_v2_gamma,21,14,0.6667,20,0.9524,16,0.7619,16.41,11.95,11.71,2026-06-08T09:27:43Z
