slice_dimension,strategy_kind,label,observation_count,direction_hit_count,direction_hit_rate,range_hit_count,range_hit_rate,state_proxy_hit_count,state_proxy_hit_rate,state_correctness_hit_count,state_correctness_hit_rate,mean_close_error_bp,median_close_error_bp,mean_magnitude_error_bp,direction_hit_excl_flat_count,direction_obs_excl_flat,direction_hit_excl_flat_rate
regime_label,baseline_prev_day_direction,trending,4,3,0.75,,,,,,,16.61,2.52,6.62,3,4,0.75
regime_label,baseline_random_walk,trending,4,0,0.0,,,,,,,10.81,8.49,10.81,0,0,
regime_label,baseline_simple_technical,trending,4,1,0.25,,,,,,,45.05,47.6,26.57,1,4,0.25
regime_label,ugh_v2_alpha,trending,4,3,0.75,4,1.0,3,1.0,3,0.75,11.93,5.91,5.79,3,4,0.75
regime_label,ugh_v2_beta,trending,4,3,0.75,4,1.0,3,1.0,3,0.75,11.46,4.52,4.04,3,4,0.75
regime_label,ugh_v2_delta,trending,4,3,0.75,4,1.0,3,1.0,3,0.75,11.71,5.23,4.93,3,4,0.75
regime_label,ugh_v2_gamma,trending,4,3,0.75,4,1.0,3,1.0,3,0.75,11.43,5.41,5.83,3,4,0.75
volatility_label,baseline_prev_day_direction,low,2,2,1.0,,,,,,,2.52,2.52,2.52,2,2,1.0
volatility_label,baseline_prev_day_direction,normal,2,1,0.5,,,,,,,30.71,30.71,10.71,1,2,0.5
volatility_label,baseline_random_walk,low,2,0,0.0,,,,,,,7.54,7.54,7.54,0,0,
volatility_label,baseline_random_walk,normal,2,0,0.0,,,,,,,14.08,14.08,14.08,0,0,
volatility_label,baseline_simple_technical,low,2,1,0.5,,,,,,,42.51,42.51,33.71,1,2,0.5
volatility_label,baseline_simple_technical,normal,2,0,0.0,,,,,,,47.6,47.6,19.43,0,2,0.0
volatility_label,ugh_v2_alpha,low,2,2,1.0,2,1.0,1,1.0,1,0.5,5.91,5.91,5.91,2,2,1.0
volatility_label,ugh_v2_alpha,normal,2,1,0.5,2,1.0,2,1.0,2,1.0,17.95,17.95,5.67,1,2,0.5
volatility_label,ugh_v2_beta,low,2,2,1.0,2,1.0,1,1.0,1,0.5,4.52,4.52,4.52,2,2,1.0
volatility_label,ugh_v2_beta,normal,2,1,0.5,2,1.0,2,1.0,2,1.0,18.4,18.4,3.57,1,2,0.5
volatility_label,ugh_v2_delta,low,2,2,1.0,2,1.0,1,1.0,1,0.5,5.23,5.23,5.23,2,2,1.0
volatility_label,ugh_v2_delta,normal,2,1,0.5,2,1.0,2,1.0,2,1.0,18.18,18.18,4.62,1,2,0.5
volatility_label,ugh_v2_gamma,low,2,2,1.0,2,1.0,1,1.0,1,0.5,5.41,5.41,5.41,2,2,1.0
volatility_label,ugh_v2_gamma,normal,2,1,0.5,2,1.0,2,1.0,2,1.0,17.45,17.45,6.24,1,2,0.5
intervention_risk,baseline_prev_day_direction,low,4,3,0.75,,,,,,,16.61,2.52,6.62,3,4,0.75
intervention_risk,baseline_random_walk,low,4,0,0.0,,,,,,,10.81,8.49,10.81,0,0,
intervention_risk,baseline_simple_technical,low,4,1,0.25,,,,,,,45.05,47.6,26.57,1,4,0.25
intervention_risk,ugh_v2_alpha,low,4,3,0.75,4,1.0,3,1.0,3,0.75,11.93,5.91,5.79,3,4,0.75
intervention_risk,ugh_v2_beta,low,4,3,0.75,4,1.0,3,1.0,3,0.75,11.46,4.52,4.04,3,4,0.75
intervention_risk,ugh_v2_delta,low,4,3,0.75,4,1.0,3,1.0,3,0.75,11.71,5.23,4.93,3,4,0.75
intervention_risk,ugh_v2_gamma,low,4,3,0.75,4,1.0,3,1.0,3,0.75,11.43,5.41,5.83,3,4,0.75
event_tag,baseline_prev_day_direction,month_end,1,0,0.0,,,,,,,60.77,60.77,20.79,0,1,0.0
event_tag,baseline_random_walk,month_end,1,0,0.0,,,,,,,19.99,19.99,19.99,0,0,
event_tag,baseline_simple_technical,month_end,1,0,0.0,,,,,,,45.32,45.32,5.33,0,1,0.0
event_tag,ugh_v2_alpha,month_end,1,0,0.0,1,1.0,1,1.0,1,1.0,32.28,32.28,7.71,0,1,0.0
event_tag,ugh_v2_beta,month_end,1,0,0.0,1,1.0,1,1.0,1,1.0,34.82,34.82,5.17,0,1,0.0
event_tag,ugh_v2_delta,month_end,1,0,0.0,1,1.0,1,1.0,1,1.0,33.56,33.56,6.43,0,1,0.0
event_tag,ugh_v2_gamma,month_end,1,0,0.0,1,1.0,1,1.0,1,1.0,31.2,31.2,8.79,0,1,0.0
