outcome_id,pair,window_start_jst,window_end_jst,realized_open,realized_high,realized_low,realized_close,realized_direction,realized_close_change_bp,realized_range_price,event_happened,event_tags,schema_version,protocol_version,market_data_vendor,market_data_feed_name,market_data_price_type,market_data_resolution,market_data_timezone
oc_USDJPY_20260602T080000_20260603T080000_v1_b9fe812e362ccaf4,USDJPY,2026-06-02T08:00:00+09:00,2026-06-03T08:00:00+09:00,159.65,159.98,159.55,159.89,up,15.032884434699698,0.4299999999999784,False,,v1,v1,alpha_vantage,FX_DAILY/USDJPY,mid,1d,UTC
