slice_dimension,strategy_kind,label,observation_count,direction_hit_count,direction_hit_rate,range_hit_count,range_hit_rate,state_proxy_hit_count,state_proxy_hit_rate,mean_close_error_bp,median_close_error_bp,mean_magnitude_error_bp
regime_label,baseline_prev_day_direction,choppy,1,0,0.0,,,,,64.53,64.53,33.94
regime_label,baseline_prev_day_direction,trending,4,4,1.0,,,,,14.22,14.61,14.22
regime_label,baseline_random_walk,choppy,5,0,0.0,,,,,30.64,29.27,30.64
regime_label,baseline_simple_technical,choppy,5,0,0.0,,,,,69.45,68.6,13.1
regime_label,ugh_v2_alpha,choppy,4,0,0.0,,,4,1.0,37.74,32.75,26.23
regime_label,ugh_v2_alpha,trending,1,1,1.0,,,1,1.0,22.25,22.25,22.25
regime_label,ugh_v2_beta,choppy,1,0,0.0,,,1,1.0,62.83,62.83,35.64
regime_label,ugh_v2_beta,trending,4,4,1.0,,,4,1.0,21.89,21.79,21.89
regime_label,ugh_v2_delta,choppy,2,0,0.0,,,2,1.0,41.2,41.2,24.53
regime_label,ugh_v2_delta,trending,3,3,1.0,,,3,1.0,26.69,29.02,26.69
regime_label,ugh_v2_gamma,choppy,3,0,0.0,,,3,1.0,38.7,31.63,24.64
regime_label,ugh_v2_gamma,trending,2,2,1.0,,,2,1.0,27.47,27.47,27.47
regime_label,ugh_v2_ensemble,choppy,,,,4,1.0,,,,,
regime_label,ugh_v2_ensemble,trending,,,,4,1.0,,,,,
volatility_label,baseline_prev_day_direction,high,1,0,0.0,,,,,64.53,64.53,33.94
volatility_label,baseline_prev_day_direction,low,4,4,1.0,,,,,14.22,14.61,14.22
volatility_label,baseline_random_walk,low,1,0,0.0,,,,,16.5,16.5,16.5
volatility_label,baseline_random_walk,normal,4,0,0.0,,,,,34.18,31.11,34.18
volatility_label,baseline_simple_technical,high,5,0,0.0,,,,,69.45,68.6,13.1
volatility_label,ugh_v2_alpha,high,1,0,0.0,,,1,1.0,65.55,65.55,32.92
volatility_label,ugh_v2_alpha,low,1,0,0.0,,,1,1.0,19.93,19.93,13.07
volatility_label,ugh_v2_alpha,normal,3,1,0.3333,,,3,1.0,29.25,31.86,27.06
volatility_label,ugh_v2_beta,high,1,0,0.0,,,1,1.0,62.83,62.83,35.64
volatility_label,ugh_v2_beta,low,2,2,1.0,,,2,1.0,16.28,16.28,16.28
volatility_label,ugh_v2_beta,normal,2,2,1.0,,,2,1.0,27.51,27.51,27.51
volatility_label,ugh_v2_delta,high,1,0,0.0,,,1,1.0,64.76,64.76,33.71
volatility_label,ugh_v2_delta,low,2,1,0.5,,,2,1.0,18.72,18.72,17.58
volatility_label,ugh_v2_delta,normal,2,2,1.0,,,2,1.0,30.13,30.13,30.13
volatility_label,ugh_v2_gamma,high,1,0,0.0,,,1,1.0,64.8,64.8,33.68
volatility_label,ugh_v2_gamma,low,1,0,0.0,,,1,1.0,19.67,19.67,13.33
volatility_label,ugh_v2_gamma,normal,3,2,0.6667,,,3,1.0,28.86,31.63,27.28
volatility_label,ugh_v2_ensemble,high,,,,1,1.0,,,,,
volatility_label,ugh_v2_ensemble,low,,,,2,1.0,,,,,
volatility_label,ugh_v2_ensemble,normal,,,,3,1.0,,,,,
intervention_risk,baseline_prev_day_direction,low,5,4,0.8,,,,,24.28,16.45,18.16
intervention_risk,baseline_random_walk,low,5,0,0.0,,,,,30.64,29.27,30.64
intervention_risk,baseline_simple_technical,low,5,0,0.0,,,,,69.45,68.6,13.1
intervention_risk,ugh_v2_alpha,low,5,1,0.2,,,5,1.0,34.65,31.86,25.44
intervention_risk,ugh_v2_beta,low,5,4,0.8,,,5,1.0,30.08,25.97,24.64
intervention_risk,ugh_v2_delta,low,5,3,0.6,,,5,1.0,32.49,29.02,25.83
intervention_risk,ugh_v2_gamma,low,5,2,0.4,,,5,1.0,34.21,31.63,25.77
intervention_risk,ugh_v2_ensemble,low,,,,5,1.0,,,,,
